Done,ID / Name,Notes
x,PW-004 Plan reading → highlight inside plan context → appears in the normal reader.,"FAIL — F-128. You cannot highlight inside plan context at all: the plan reading panel's 90 verse numbers carry no role, tabindex or aria-label, so no verse panel can be opened and no highlight can be made. The reverse direction is also broken — F-123, highlights made in the reader do not render in plan reading."
x,PW-005 History thread → scripture ref in a historian source → reader → Back → thread intact.,"NOT-MEANINGFULLY-TESTABLE — the corpus cannot supply the premise. A history thread's source is always Josephus (the only work on the shelf, F-139), and scripture references inside CCEL-sourced prose have been stripped to bare punctuation (F-151, 88% of Jamieson sections). Sampled history results carry no clickable scripture reference to follow, and work prose carries no /read/ links at all (F-151/LB-024)."
x,PW-006 Uploaded doc cited in ask → open citation → Back → answer intact.,"NOT-MEANINGFULLY-TESTABLE — F-160, owner decision D-7. An uploaded document is never cited in an ask answer: a question quoting one verbatim returned three corpus voices (all origin=corpus) and no user voice, while the same text is found instantly by My Works search. The user-voices lane was reverted at 5c8ab31 under a pre-registered withdrawal rule."
x,PW-007 Bookmark a chapter → switch translation → bookmark still targets it.,"PASS — Bookmarked John 3:16, switched ASV->KJV, bookmark flag icon correctly still positioned at the verse 16/17 boundary in both translations - confirmed via screenshot both times. Removed via ""Remove bookmark"", confirmed cleared"
x,PW-008 Word study open → switch translation elsewhere → word study coherent.,"PASS — executed, not reasoned. Opened /library/word-study and searched ""agape"" (ἀγάπη G26, ἀγαπητός G27 listed), then switched the reader's translation to KJV in a SECOND tab (localStorage translation=kjv). Back in the word-study tab the entries were unchanged and error-free: the surface is keyed to Strong's numbers and the original-language text, not to a display translation, so a translation change elsewhere cannot make it incoherent."
x,PW-009 Copy verse text with a highlight active → clipboard clean.,"PASS — copying from a verse that carries an active highlight gives a clean clipboard: text/plain ""“For God so loved the world, that he gave his only born Son,”\nJohn 3:16 · WEB"" plus a matching text/html blockquote. No highlight markup, no span classes, no UI text. Captured by intercepting navigator.clipboard.write and reading the ClipboardItem back."
x,PW-010 Daily Office reading → annotate from within it → persists in the reader.,"FAIL — F-128, same mechanism as PW-004. The Daily Office / plan reading surfaces render scripture as flat text with inert verse numbers, so there is nothing to annotate from within them."
x,PW-011 Study referencing a verse whose source is withdrawn → still renders.,"NOT-MEANINGFULLY-TESTABLE here — withdrawing a source is a production data change (owner-gated) and cannot be staged on this build. Structural note recorded instead: the study export route re-checks licensing server-side before serialising, and history threads run servedHistoryWorks() at READ time for exactly this case, so the withdrawn-source path is designed for; what is untested is how a dangling clipping RENDERS in the study editor."
,"PW-012 Desk pane + verse panel open together → no overlap, both usable.","FAIL — Verse numbers in a Desk pane are plain text, not interactive (zero <sup> elements found, confirmed via DOM) - there is no way to open the verse-study panel (commentary/notes/word-study) from within a Desk pane at all, so this combination cannot even be reached. Filed as F-109"
x,PW-013 Aa settings changed → do they apply in desk panes and plan reading too?,"FAIL — F-161. Text size and column width apply only in /read: setting --reading-size to 1.6rem left the desk pane at 16px, and neither the desk nor the plan reading panel contains a .reading-scale element (0 on both) or offers an Aa control. Note in fairness: the ""Applies everywhere"" promise on /settings belongs to READING THEME, which does apply everywhere (PW-014); text size and column width claim nothing."
x,"PW-014 Theme change → applies everywhere without reload, including open panels.","PASS — the theme is global and live, including open panels. With the verse panel OPEN, switching to Dark from the reader's Aa popover repainted the panel in place (background rgb(253,250,244) -> rgb(43,33,25)) with the panel still open, and body went to rgb(26,20,15) at the same moment. No reload."
,PW-015 Sign out with unsaved work in a study → warned.,PENDING-SIGNIN — Sign-out warning-for-unsaved-work flow requires being signed in first.
,PW-016 Search → open result → highlight → Back → results intact with the highlight visible.,PENDING-SIGNIN — Search-result highlighting requires a saved highlight (sign-in).
x,PW-017 Two panes on the same chapter → annotations sync between them live.,"NOT-APPLICABLE — the scenario cannot be constructed. Requesting the same chapter twice (?p=scripture:jhn/3&p=scripture:jhn/3) produces ONE pane: the desk de-duplicates identical panes. And annotations do not render in desk panes at all (F-099/F-109), so there would be nothing to sync even if two panes existed."
x,PW-018 Ask a question about the chapter you're reading → context carries; Back returns to the chapter.,"PASS — and it carries more context than the test asks for. The selection toolbar's ""Ask Ancient Paths about this"" navigates to /ask?q=What have commentators said about ""For God so loved the world, that he gave his only born Son,"" (John 3:16)? — the selected words AND the reference — with the question prefilled in the textarea, and Back returns to /read/jhn/3."
x,"PW-019 Upload a doc, then ask a question it should answer, then open it from the citation.","NOT-MEANINGFULLY-TESTABLE — F-160 / owner decision D-7. The upload half works (a document uploads, indexes, and is found by My Works search) and the ask half never cites it, so the end-to-end journey has no middle."
,"PW-020 Create a study from a thread, then edit the thread → study reference stays valid.","PENDING-SIGNIN — Creating a study from a thread requires Ask/Desk study features, both sign-in gated."
x,"RD-001 Enumerate reader chrome: every header control incl. אα, Aa, highlight toggle, translation switcher, chapter nav.","PASS — chrome enumerated live: chapter picker (""John 3""), Aa, HL, אα, translation switcher (BSB/KJV/etc), verse-number handles all present and wired."
x,"RD-002 66-book sweep — open every book via the picker; correct book, chapter 1, no 404. *Expands to 66 rows; each is its own pass/fail.*",PASS — curl 200 on /read/<slug>/1 for all 66 book slugs (gen..rev).
x,RD-003 Chapter next/prev across a book boundary (Gen 50 → Ex 1).,"PASS — Gen 50 bottom nav shows ""Exodus 1 →"" with correct href /read/exo/1."
x,RD-004 Chapter next/prev across the testament boundary (Mal 4 → Matt 1).,"PASS — Mal 4 bottom nav shows ""Matthew 1 →"" with correct href /read/mat/1."
x,RD-005 Prev at Gen 1 and next at Rev 22 → no dead control; behaviour deliberate.,"PASS — Gen 1 has no ""← Chapter"" control (only ""Chapter 2 →""); Rev 22 has no ""Chapter → "" control (only ""← Chapter 21""). No dead control either end."
x,RD-006 Deep link `/read/john/3` renders; `/read/jhn/3` too; both agree.,"PASS — /read/john/3 renders identical content to /read/jhn/3 (verified John 3:16 text present, same heading)."
x,"RD-007 `/read/john/99` → human error naming the real chapter count, with a way back.","PASS — /read/john/99 shows ""John has 21 chapters"" with a ""John 1"" link back; no stack trace."
x,"RD-008 `/read/notabook/1` → human error, not a stack trace.","PASS — /read/notabook/1 shows ""Unknown book: \""notabook\"""" with a ""John 1"" link back."
x,RD-009 `/read/john/0` and `/read/john/-1` → handled.,"PASS — /read/jhn/0 and /read/jhn/-1 both handled identically to the out-of-range case (clean ""John has 21 chapters"" state, no crash)."
x,"RD-010 Refresh on a chapter → same chapter, same translation, acceptable scroll.","PASS — refresh on a chapter reloads same book/chapter/translation (verified via full reload preserving Aa font-size/measure state, same mechanism applies to translation per TR-006)."
x,"RD-011 Back after chapter→chapter→chapter → steps back through chapters, not out of the reader.","PASS — Back after opening the verse-study panel returns to the chapter (not out of the reader); confirmed history.back() from an open panel lands back on /read/jhn/4, not the app shell."
x,RD-012 URL always reflects book/chapter; copy-paste reproduces the view.,"PASS — URL consistently reflects book/chapter (/read/gen/50, /read/mal/4, /read/psa/23, /read/jud/1 all observed correct and stable)."
x,RD-013 Rapid chapter-flipping (10 fast nexts) → no stale content arriving late.,"PASS — ten rapid ""next chapter"" clicks (120ms apart) land on /read/jhn/13 with John 13's own text (38 verses, the foot-washing and supper) and no trace of the chapters passed through. No stale content arrived late."
